상품군,컬럼,값,건수,고유값수,의미,동의어,정규화_규칙,신뢰도,출처
해외ETF,pd_lst_price,0E-8,5635,2,,,,,
해외ETF,pd_lst_price,0.01000000,1,2,,,,,
해외ETF,pd_mkt_id,US,5646,1,ISO 3166-1 alpha-2 국가코드로 미국. 해외ETF pd_mkt_id=US는 상장시장 국가가 미국임을 의미.,미국;아메리카;미 시장;미국시장,"ISO 3166-1 alpha-2; 대응 alpha-3 USA, 숫자 840",high,https://www.iso.org/obp/ui/#iso:code:3166:US
해외ETF,pd_sale_yn,1,5636,1,,,,,
해외ETF,pd_trd_ccy,USD,5646,1,"ISO 4217 통화코드로 미국 달러(US Dollar). 해외ETF의 거래통화(pd_trd_ccy)·기준통화(pd_curr_cd 5,637건), 국내채권 외화표시 19건, 공모펀드 일부 클래스에 등장.",달러;미국달러;달러화;미 달러;US달러;불;$;USD,"ISO 4217 alpha-3 코드, 숫자코드 840, 소수 자릿수 2(센트)",high,https://www.iso.org/iso-4217-currency-codes.html
해외ETF,pd_tr_yn,0,5636,1,,,,,
해외ETF,wu_core_yn,N,103,1,,,,,
해외ETF,wu_inv_ast_type,Equity,2500,6,,,,,
해외ETF,wu_inv_ast_type,Alternatives,1800,6,,,,,
해외ETF,wu_inv_ast_type,Bond,1084,6,,,,,
해외ETF,wu_inv_ast_type,Mixed Assets,138,6,,,,,
해외ETF,wu_inv_ast_type,Commodity,107,6,,,,,
해외ETF,wu_inv_ast_type,Money Market,9,6,,,,,
해외ETF,wu_inv_rgn,United States of America,4196,59,,,,,
해외ETF,wu_inv_rgn,Global,718,59,,,,,
해외ETF,wu_inv_rgn,Global Ex US,303,59,,,,,
해외ETF,wu_inv_rgn,Global Emerging Markets,175,59,,,,,
해외ETF,wu_inv_rgn,China,46,59,,,,,
해외ETF,wu_inv_rgn,Europe,41,59,,,,,
해외ETF,wu_inv_rgn,Japan,25,59,,,,,
해외ETF,wu_inv_rgn,India,24,59,,,,,
해외ETF,wu_inv_rgn,Brazil,9,59,,,,,
해외ETF,wu_inv_rgn,Asia Pacific ex Japan,8,59,,,,,
해외ETF,wu_inv_rgn,Korea,7,59,,,,,
해외ETF,wu_inv_rgn,Asia Pacific,7,59,,,,,
해외ETF,wu_inv_rgn,United Kingdom,5,59,,,,,
해외ETF,wu_inv_rgn,Switzerland,4,59,,,,,
해외ETF,wu_inv_rgn,Germany,4,59,,,,,
해외ETF,wu_inv_rgn,Israel,4,59,,,,,
해외ETF,wu_inv_rgn,Canada,4,59,,,,,
해외ETF,wu_inv_rgn,Latin America,4,59,,,,,
해외ETF,wu_inv_rgn,Australia,3,59,,,,,
해외ETF,wu_inv_rgn,Vietnam,3,59,,,,,
해외ETF,wu_inv_rgn,Mexico,3,59,,,,,
해외ETF,wu_inv_rgn,Taiwan,3,59,,,,,
해외ETF,wu_inv_rgn,Greater China,2,59,,,,,
해외ETF,wu_inv_rgn,Indonesia,2,59,,,,,
해외ETF,wu_inv_rgn,Saudi Arabia,2,59,,,,,
해외ETF,wu_inv_rgn,EuroZone,2,59,,,,,
해외ETF,wu_inv_rgn,Norway,2,59,,,,,
해외ETF,wu_inv_rgn,Malaysia,1,59,,,,,
해외ETF,wu_inv_rgn,Italy,1,59,,,,,
해외ETF,wu_inv_rgn,Peru,1,59,,,,,
해외ETF,wu_inv_rgn,Austria,1,59,,,,,
해외ETF,wu_inv_rgn,Greece,1,59,,,,,
해외ETF,wu_inv_rgn,Qatar,1,59,,,,,
해외ETF,wu_inv_rgn,Poland,1,59,,,,,
해외ETF,wu_inv_rgn,United Arab Emirates,1,59,,,,,
해외ETF,wu_inv_rgn,Argentina,1,59,,,,,
해외ETF,wu_inv_rgn,Hong Kong,1,59,,,,,
해외ETF,wu_inv_rgn,Colombia,1,59,,,,,
해외ETF,wu_inv_rgn,Turkey,1,59,,,,,
해외ETF,wu_inv_rgn,Africa,1,59,,,,,
해외ETF,wu_inv_rgn,Ireland,1,59,,,,,
해외ETF,wu_inv_rgn,Chile,1,59,,,,,
해외ETF,wu_inv_rgn,Finland,1,59,,,,,
해외ETF,wu_inv_rgn,Belgium,1,59,,,,,
해외ETF,wu_inv_rgn,Philippines,1,59,,,,,
해외ETF,wu_inv_rgn,BRIC,1,59,,,,,
해외ETF,wu_inv_rgn,Iceland,1,59,,,,,
해외ETF,wu_inv_rgn,North America,1,59,,,,,
해외ETF,wu_inv_rgn,Singapore,1,59,,,,,
해외ETF,wu_inv_rgn,Denmark,1,59,,,,,
해외ETF,wu_inv_rgn,ASEAN,1,59,,,,,
해외ETF,wu_inv_rgn,Spain,1,59,,,,,
해외ETF,wu_inv_rgn,France,1,59,,,,,
해외ETF,wu_inv_rgn,Netherlands,1,59,,,,,
해외ETF,wu_inv_rgn,Thailand,1,59,,,,,
해외ETF,wu_inv_rgn,Kuwait,1,59,,,,,
해외ETF,wu_inv_rgn,South Africa,1,59,,,,,
해외ETF,wu_inv_rgn,New Zealand,1,59,,,,,
해외ETF,wu_inv_rgn,Sweden,1,59,,,,,
해외ETF,wu_upt_dt,20260614,5646,1,,,,,
공모펀드,curr_cd,KRW,95046,2,"ISO 4217 통화코드로 대한민국의 법정통화인 원(Won)을 의미. 국내채권 CURR_CD의 99.9%(42,372건), 공모펀드 curr_cd, 국내ETF pd_curr_cd(CURR_CD_KRW 형태)의 기본 통화.",원;원화;한국원;한국 원화;대한민국 원;₩;KRW,"ISO 4217 alpha-3 코드, 숫자코드 410, 소수 자릿수 0(보조단위 없음)",high,https://www.iso.org/iso-4217-currency-codes.html
공모펀드,curr_cd,USD,572,2,"ISO 4217 통화코드로 미국 달러(US Dollar). 해외ETF의 거래통화(pd_trd_ccy)·기준통화(pd_curr_cd 5,637건), 국내채권 외화표시 19건, 공모펀드 일부 클래스에 등장.",달러;미국달러;달러화;미 달러;US달러;불;$;USD,"ISO 4217 alpha-3 코드, 숫자코드 840, 소수 자릿수 2(센트)",high,https://www.iso.org/iso-4217-currency-codes.html
공모펀드,exchdg_yn,Y,44987,3,"금투협 표준 16개 클래스 유형에 속하지 않는 기타 클래스로, 분류코드 값 'Y'에 대응.",기타 클래스,,medium,금융투자회사의 영업 및 업무에 관한 규정 시행세칙 별지 제15호; https://new-macro.com/2023/02/26/펀드의-종류2-종류형-펀드/
공모펀드,exchdg_yn,N,20870,3,,,,,
공모펀드,exchdg_yn,00080008,1,3,,,,,
공모펀드,fd_estb_ctry_cd,000,92838,2,,,,,
공모펀드,fd_estb_ctry_cd,410,2715,2,"ISO 3166-1 숫자(numeric-3) 국가코드로 대한민국. 공모펀드 fd_estb_ctry_cd=410(2,715건)은 설정국가가 대한민국으로 명시된 펀드를 의미.",한국;대한민국;국내 설정,ISO 3166-1 numeric; KR/KOR과 동일 국가. ISO 4217 KRW의 숫자코드 410과 동일 계열,high,https://www.iso.org/obp/ui/#iso:code:3166:KR
공모펀드,fd_ivst_rgn_desc,글로벌,42875,7,,,,,
공모펀드,fd_ivst_rgn_desc,국내,33223,7,,,,,
공모펀드,fd_ivst_rgn_desc,아시아,10265,7,,,,,
공모펀드,fd_ivst_rgn_desc,남미/북미,4984,7,,,,,
공모펀드,fd_ivst_rgn_desc,이머징/브릭스,2261,7,,,,,
공모펀드,fd_ivst_rgn_desc,유럽,1846,7,,,,,
공모펀드,fd_ivst_rgn_desc,중동/아프리카,99,7,,,,,
공모펀드,fd_set_pcd,10,91354,3,,,,,
공모펀드,fd_set_pcd,20,3806,3,,,,,
공모펀드,fd_set_pcd,00,458,3,,,,,
공모펀드,frc_bpr_itm_yn,0,95046,2,,,,,
공모펀드,frc_bpr_itm_yn,1,572,2,,,,,
공모펀드,hdge_fd_yn,0,95553,1,,,,,
공모펀드,int_dvd_desc,배당,95543,2,,,,,
공모펀드,int_dvd_desc,이자,10,2,,,,,
공모펀드,itm_eabrv_nm,KB China A-share Sec,59,14,,,,,
공모펀드,itm_eabrv_nm,MIRAE G2INNOVATOR_Ce,13,14,,,,,
공모펀드,itm_eabrv_nm,MIRAE G2 INNOVATOR F,12,14,,,,,
공모펀드,itm_eabrv_nm,MIRAE G2INNOVATOR_C1,12,14,,,,,
공모펀드,itm_eabrv_nm,MIRAE G2INNOVATOR_C2,12,14,,,,,
공모펀드,itm_eabrv_nm,MIRAE GL-GROWTH F,10,14,,,,,
공모펀드,itm_eabrv_nm,MIRAE GL-GROWTH A,10,14,,,,,
공모펀드,itm_eabrv_nm,DWS DeutschEquity C1,8,14,,,,,
공모펀드,itm_eabrv_nm,DWS DeutschEquity A,8,14,,,,,
공모펀드,itm_eabrv_nm,DWS DeutschEquity C3,7,14,,,,,
공모펀드,itm_eabrv_nm,DWS DeutschEquity C2,7,14,,,,,
공모펀드,itm_eabrv_nm,DWS DeutschEquity C4,7,14,,,,,
공모펀드,itm_eabrv_nm,Dream auto plus,6,14,,,,,
공모펀드,itm_eabrv_nm,배당,1,14,,,,,
공모펀드,ofsfd_yn,0,95618,1,,,,,
공모펀드,or_attr_desc,주식형,36338,11,"자산총액의 60% 이상을 주식에 투자하는 펀드(금투협 분류기준). 자본시장법상으로는 증권집합투자기구(제229조 제1호, 자산의 40% 초과를 증권에 투자)에 속함.",주식펀드;성장형;stock fund;equity fund,주식 편입비율 60% 이상,high,자본시장법 제229조; https://www.samsungfund.com/fund/insight/guide/view02.do; https://www.kbam.co.kr/board/view/551
공모펀드,or_attr_desc,재간접,30243,11,펀드재산의 40% 이상(초과)을 다른 집합투자기구가 발행한 집합투자증권(외국 펀드 포함)에 투자하는 펀드. 해외 운용사 펀드를 편입하는 국내 공모펀드 대부분이 해당.,펀드오브펀즈;FoF;모태펀드형;재간접형,타 펀드 집합투자증권 40% 이상 투자,high,https://www.funddoctor.co.kr/board/aboard/content.jsp?name=fund_abc&number=277; 자본시장법 시행령 제80조
공모펀드,or_attr_desc,채권혼합,8964,11,주식과 채권에 함께 투자하되 주식 최고 편입한도가 50% 미만인 혼합형 펀드(금투협 분류기준). 퇴직연금 DC/IRP에서 위험자산 한도 때문에 많이 활용됨.,채권혼합형;혼합채권형;balanced fund(채권우위),주식 최고편입한도 50% 미만,high,https://www.samsungfund.com/fund/insight/guide/view02.do; https://brunch.co.kr/@money-economy/44
공모펀드,or_attr_desc,채권형,8344,11,자산총액의 60% 이상을 채권(및 채권 관련 파생상품)에 투자하고 주식을 편입하지 않는 펀드(금투협 분류기준).,채권펀드;bond fund;안정형,"채권 편입비율 60% 이상, 주식 미편입",high,자본시장법 제229조; https://www.samsungfund.com/fund/insight/guide/view02.do
공모펀드,or_attr_desc,06,5436,11,,,,,
공모펀드,or_attr_desc,주식혼합,2782,11,주식과 채권에 함께 투자하되 주식 최고 편입한도가 50% 이상인 혼합형 펀드(금투협 분류기준).,주식혼합형;혼합주식형;balanced fund(주식우위),주식 최고편입한도 50% 이상 60% 미만,high,https://www.samsungfund.com/fund/insight/guide/view02.do; https://brunch.co.kr/@money-economy/44
공모펀드,or_attr_desc,MMF,1532,11,"집합투자재산 전부를 콜론, CP, 단기 국공채 등 단기금융상품에 투자하는 펀드(자본시장법 제229조 제5호). 수시입출이 가능한 초단기 자금운용 상품.",머니마켓펀드;단기금융펀드;Money Market Fund;수시입출금 펀드,,high,자본시장법 제229조 제5호; https://casenote.kr/법령/자본시장과_금융투자업에_관한_법률/제229조; https://mofe.go.kr/sisa/dictionary/detail?idx=166
공모펀드,or_attr_desc,혼합자산,1424,11,증권·부동산·특별자산 등 투자대상 자산의 비율 제한을 받지 않고 자유롭게 운용하는 펀드(자본시장법 제229조 제4호).,혼합자산펀드;멀티에셋;자유운용형,,high,자본시장법 제229조 제4호; https://casenote.kr/법령/자본시장과_금융투자업에_관한_법률/제229조
공모펀드,or_attr_desc,특별자산,412,11,"펀드재산의 40% 초과(대통령령 비율)를 증권·부동산이 아닌 특별자산(선박, 항공기, 인프라, 원자재, 지식재산권 등)에 투자하는 펀드(자본시장법 제229조 제3호).",특별자산펀드;실물자산펀드;인프라펀드,,high,자본시장법 제229조 제3호; https://casenote.kr/법령/자본시장과_금융투자업에_관한_법률/제229조
공모펀드,or_attr_desc,임대형,69,11,"부동산집합투자기구(자본시장법 제229조 제2호)의 하위 유형으로, 실물 부동산(오피스·물류센터 등)을 취득하여 임대수익과 매각차익을 추구하는 펀드.",부동산임대펀드;실물형 부동산펀드;리츠 유사,,medium,자본시장법 제229조 제2호; https://www.kbam.co.kr/board/view/551
공모펀드,or_attr_desc,대출형,9,11,부동산 개발사업 시행사 등에 대한 대출(PF대출)로 운용하여 이자수익을 추구하는 부동산펀드 하위 유형.,PF펀드;프로젝트파이낸싱펀드;부동산대출채권펀드,,medium,자본시장법 제229조 제2호; https://www.kbam.co.kr/board/view/551
공모펀드,ovrs_fd_desc,해외,51628,3,,,,,
공모펀드,ovrs_fd_desc,국내,33107,3,,,,,
공모펀드,ovrs_fd_desc,국내외혼합,10818,3,,,,,
공모펀드,pers_corp_desc,해당없음,73054,3,,,,,
공모펀드,pers_corp_desc,개인,17643,3,,,,,
공모펀드,pers_corp_desc,법인,4856,3,,,,,
공모펀드,pfiv_sale_cntl_tcd,00,95014,3,,,,,
공모펀드,pfiv_sale_cntl_tcd,01,430,3,,,,,
공모펀드,pfiv_sale_cntl_tcd,02,109,3,,,,,
공모펀드,prvo_fd_desc,해당없음,95451,2,,,,,
공모펀드,prvo_fd_desc,일반사모(2015년전),102,2,,,,,
공모펀드,prvo_pbff_desc,공모,95451,2,,,,,
공모펀드,prvo_pbff_desc,사모,102,2,,,,,
공모펀드,sale_yn,판매중,76318,2,,,,,
공모펀드,sale_yn,판매완료,19300,2,,,,,
공모펀드,thco_sale_yn,Y,91594,2,"금투협 표준 16개 클래스 유형에 속하지 않는 기타 클래스로, 분류코드 값 'Y'에 대응.",기타 클래스,,medium,금융투자회사의 영업 및 업무에 관한 규정 시행세칙 별지 제15호; https://new-macro.com/2023/02/26/펀드의-종류2-종류형-펀드/
공모펀드,thco_sale_yn,KRZ50226929C,1,2,,,,,
공모펀드,trusc_xtn_itt_cd,00020054,20064,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020004,18156,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020027,16820,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020081,14100,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020088,9763,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020020,6764,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020003,3239,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020011,2091,18,,,,,
공모펀드,trusc_xtn_itt_cd,00050004,2088,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020032,902,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020023,779,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020002,369,18,,,,,
공모펀드,trusc_xtn_itt_cd,00160036,178,18,,,,,
공모펀드,trusc_xtn_itt_cd,0016022,106,18,,,,,
공모펀드,trusc_xtn_itt_cd,00020055,105,18,,,,,
공모펀드,trusc_xtn_itt_cd,00160005,12,18,,,,,
공모펀드,trusc_xtn_itt_cd,00160037,10,18,,,,,
공모펀드,trusc_xtn_itt_cd,00160006,7,18,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,2,29251,7,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,3,16892,7,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,4,13103,7,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,5,9788,7,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,1,5771,7,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,6,2397,7,,,,,
공모펀드,zrin_fd_ivst_risk_gcd,00020054,1,7,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,높은 위험,29088,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,다소 높은 위험,16892,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,보통 위험,13028,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,낮은 위험,9788,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,매우 높은 위험,5771,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,매우 낮은 위험,2397,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,높은위험,163,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,보통위험,75,9,,,,,
공모펀드,zrin_fd_ivst_risk_grd_nm,06,1,9,,,,,
